accommodationId,coordinates.latitude,coordinates.longitude,details.name,details.stars,details.address.first,details.address.last,title
83384351,44.90779495239258,8.11664867401123,Le Cattedrali Relais By Laqua Collection,5,"Frazione Valleandona 1/B,","14010 Asti, AT, Italia",hotel 5*
232291,41.851261138916016,14.077181816101074,Hotel Petite Fleur,3,"Viale Dello Sport 5C,","67037 Roccaraso, AQ, Italia",hotel 3*
2393799,41.850608825683594,14.078577041625977,Hotel Iris,3,"Viale Iris 5,","67037 Roccaraso, AQ, Italia",hotel 3*
1304184,41.8416748046875,14.102615356445312,Albergo Del Sole,3,"Strada Provinciale 84 Nuova Sangrina, Km 2,","67037 Roccaraso, AQ, Italia",hotel 3*
24487066,41.84838104248047,14.085285186767578,Hotel Le Ortensie,4,"Via Roncone 13,","67037 Roccaraso, AQ, Italia",hotel 4*
92949097,41.845062255859375,14.084980010986328,Boutique Hotel Il Riccio - Adults Only,3,"Via Napoli 85,","67037 Roccaraso, AQ, Italia",hotel 3*
1450617,41.857444763183594,14.085437774658203,Aqua Montis Resort & Spa,4,"Via La Difesa snc,","67036 Rivisondoli, AQ, Italia",hotel 4*
1865435,40.45485305786133,15.54983901977539,Hotel Villa Torre Antica,4,"Via Indipendenza, 32,","84030 Atena Lucana, SA, Italia",hotel 4*
2599352,40.43670272827149,15.552513122558594,Magic Hotel,3,"Contrada Maglianello 13,","84030 Atena Lucana, SA, Italia",hotel 3*
1485086,40.44881820678711,15.543841361999512,Villa Venus Resort & Spa,4,"Via Mascero, 5 - Svincolo Autostradale A3 Atena Lucana,","84030 Atena Lucana, SA, Italia",hotel 4*
2371472,40.45252227783203,15.545084953308104,Kristall Palace Hotel,4,"Via Mascero 2,","84030 Atena Lucana, SA, Italia",hotel 4*
50822662,40.449188232421875,15.54394817352295,Hotel Villa Venus,4,"Via Mascero 5,","84030 Atena Lucana, SA, Italia",hotel 4*
15548511,40.46253204345703,15.53909397125244,Grand Hotel Osman & Spa E Ristorante Il Danubio,4,"Via Nazionale San Giuseppe 25,","84030 Atena Lucana, SA, Italia",hotel 4*
1276287,40.52467346191406,15.493557929992676,Hotel Hermitage,4,"Località Tempio 41,","84035 Polla, SA, Italia",hotel 4*
24876861,40.38034439086914,15.540639877319336,Hotel La Congiura Dei Baroni,3,"Via Castello 4,","84039 Teggiano, SA, Italia",hotel 3*
15548773,40.37858581542969,15.5546293258667,Marchesina Resort Srls,4,"Via Provinciale Del Corticato, loc. Pantano,","84039 Teggiano, SA, Italia",hotel 4*
1477947,40.41389465332031,15.56528377532959,Hotel Vallisdea,3,"Via S. Maria della Misericordia, snc,","84036 Sala Consilina, SA, Italia",hotel 3*
1252166,40.51853942871094,15.501885414123535,Hotel Belvedere,3,"VIA ANNIA N. 81,","84035 Polla, SA, Italia",hotel 3*
1530888,40.48701477050781,15.527824401855469,Family Center Hotel,4,"Contrada Sant'Antuono,","84035 Polla, SA, Italia",hotel 4*
16947881,40.52472305297851,15.49441146850586,Hotel Insteia,3,"Via Annia S.S. 19,","84035 Polla, SA, Italia",hotel 3*
16196856,42.601192474365234,14.073529243469238,Hotel Miramare,3,"Via Giotto 2,","64025 Pineto, TE, Italia",hotel 3*
12341325,42.58050537109375,13.982908248901367,Hotel Du Parc,3,"Viale Umberto I° 6,","64032 Atri, TE, Italia",hotel 3*
91995718,42.56428909301758,14.106366157531738,Hotel Riviera,3,"Piazza Nenni, 12,","64028 Silvi, TE, Italia",hotel 3*
91970850,42.6612434387207,14.0158052444458,Hotel Blumarine,3,"Via Luigi Galvani, 9,","64026 Roseto degli Abruzzi, TE, Italia",hotel 3*
2444273,42.613037109375,14.065095901489258,Hotel Felicioni,3,"Via Lungomare Dei Pini,","64025 Pineto, TE, Italia",hotel 3*
26472679,42.5697021484375,14.08998680114746,Casa Ferretti Di Ferretti Village,3,"Contrada Vallescura 3,","64028 Silvi, TE, Italia",hotel 3*
2072115,40.923866271972656,14.831400871276855,Hotel Civita,3,"Via Manfredi 124,","83042 Atripalda, AV, Italia",hotel 3*
13328730,40.92376327514648,14.744908332824709,La Contessa Hotel E B&b,4,"Via Ammiraglio Bianco 2,","83013 Mercogliano, AV, Italia",hotel 4*
15482549,40.91790390014648,14.792478561401367,Viva Hotel Avellino,4,"Via Circumvallazione 123,","83100 Avellino, AV, Italia",hotel 4*
15555542,40.93517303466797,14.74484920501709,Royal Hotel Montevergine,3,"S.S. 374 Dir Montevergine,","83014 Ospedaletto d'Alpinolo, AV, Italia",hotel 3*
1425660,40.954193115234375,14.836201667785645,Bel Sito Hotel Due Torri,4,"S.S. 7/Bis,","83030 Manocalzati, AV, Italia",hotel 4*
24689624,40.90592193603515,14.747598648071287,Grand Hotel Irpinia & Family Spa,4,"Nazionale,","83013 Mercogliano, AV, Italia",hotel 4*
1410476,40.946006774902344,14.834132194519045,Cristal Hotel,3,"Via Tavernole,","83030 Manocalzati, AV, Italia",hotel 3*
2251522,40.92287063598633,14.75013828277588,Green Park Hotel,4,"Via Antonio Domenico Vaccaro,","83013 Mercogliano, AV, Italia",hotel 4*
93065063,40.90301132202149,14.75185489654541,Virginia Resort & Spa - Adults Only,4,"Via Rivarano,","83013 Monteforte Irpino, AV, Italie",hotel 4*
15549015,42.51103210449219,12.296298027038574,Hotel Umbria,3,"Uscita Autosole A1,","05012 Attigliano, TR, Italia",hotel 3*
95884674,42.51115417480469,12.296326637268066,Umbria,3,"Località Pantaniccio, 14, 05012 Attigliano, Ombrie, Italie,","Attigliano, TR, Italy",hotel 3*
1503690,42.514041900634766,12.293905258178713,Hotel Da Rosanna,2,"via Carlo Alberto Dalla Chiesa 3,","05012 Attigliano, TR, Italia",hotel 2*
29688226,42.510162353515625,12.30075454711914,Antico Casale Le Fossate,0,"Località Fossate 121,","05024 Giove, TR, Italia",hotel
42840409,37.25539016723633,15.241270065307615,Sbarcatore Dei Turchi,3,"C.da Monte Tauro Sbarcatore dei Turchi,","96011 Augusta, SR, Italia",hotel 3*
93038602,37.25019836425781,15.220779418945312,Krino' Hotel Cafè,3,"Viale America, 7,","96011 Augusta, SR, Italia",hotel 3*
15545817,37.28779602050781,15.20900535583496,Hotel Capo Campolato,4,"Contrada Campolato,","96011 Augusta, SR, Italia",hotel 4*
175737,37.26252365112305,15.221319198608398,Hotel La Cavalera,3,"Via Delle Palme 26,","96011 Augusta, SR, Italia",hotel 3*
29275468,37.261871337890625,15.141440391540527,Città Della Notte,3,"Bivio Augusta-Villasmundo,","96010 Melilli, SR, Italia",hotel 3*
68708033,40.6101188659668,15.386492729187012,Mangini,0,"Loc. Ponte San Cono 28, 84021 Buccino SA,","84021 Buccino, SA, Italia",hotel
2562139,46.020355224609375,8.684039115905762,Park Hotel Italia,4,"Viale Delle Magnolie 19,","28821 Cannero, VB, Italia",hotel 4*
1807250,41.37318420410156,13.748126029968262,Al Piccolo Borgo Locanda Con Alloggio,0,"Via Minerva 11,","03040 Castelnuovo Parano, FR, Italia",hotel
2538242,41.383934020996094,13.685632705688477,Albergo Maria Cristina,2,"Via Provinciale 5,","03045 Esperia, FR, Italia",hotel 2*
24710418,41.28984069824219,13.775400161743164,La Lanterna,2,"Via Ausente, Km 2607,","04020 Santi Cosma e Damiano, LT, Italia",hotel 2*
63149128,41.30580139160156,13.725971221923828,Villa Caribe,4,"Via Ortale snc,","04020 Spigno Saturnia, LT, Italia",hotel 4*
26655915,44.34821319580078,9.22877597808838,Hotel Astoria,4,"Via Gramsci 4,","16035 Rapallo, GE, Italia",hotel 4*
15527717,44.34830856323242,9.234210014343262,Hotel Italia E Lido,3,"Lungomare Castello 1,",16035 Rapallo,hotel 3*
1194601,44.34353256225586,9.230019569396973,Excelsior Palace Portofino Coast,5,"Via San Michele Di Pagana 8,","16035 Rapallo, GE, Italia",hotel 5*
1111645,44.3432502746582,9.17307186126709,Porta Del Parco,2,"Via Aurelia, 249,","16032 Camogli, GE, Italia",hotel 2*
2242444,44.34877014160156,9.231478691101074,Miramare Hotel,4,"Lungomare Vittorio Veneto 27,","16035 Rapallo, GE, Italia",hotel 4*
1025574,44.33660507202149,9.210055351257324,Lhp Hotel Santa Margherita Palace & Spa,5,"Different locations in Santa Margherita Ligure (check-in at: Via Roma 9),","16038 Santa Margherita Ligure, GE, Italia",hotel 5*
1036596,44.34740447998047,9.15550136566162,Hotel Cenobio Dei Dogi,4,"Via Cuneo 34,","16032 Camogli, GE, Italia",hotel 4*
51801999,44.34916305541992,9.15467357635498,Sublimis Boutique Hotel Adults-only,4,"13 Salita Pinetto,","16032 Camogli, GE, Italia",hotel 4*
1367001,44.34886932373047,9.229276657104492,Hotel Cavour,3,"Galleria Raggio 20,","16035 Rapallo, GE, Italia",hotel 3*
79888915,44.3759651184082,9.094929695129396,Locanda Göghin,0,"Via Michele Massone 1,","16031 Pieve Ligure, GE, Italia",hotel
2281754,44.33534240722656,9.21080493927002,Ma Hotel,3,"Via XXV Aprile 18,","16038 Santa Margherita Ligure, GE, Italia",hotel 3*
13094715,44.33420944213867,9.209747314453123,Albergo Annabella,1,"Via Costasecca n°10/1,","16038 Santa Margherita Ligure, GE, Italia",hotel 1*
24556222,44.38180923461914,9.040584564208984,Hotel Esperia,3,"Via Val Cismon 1,","16167 Genova, GE, Italia",hotel 3*
15508112,44.34918212890625,9.234309196472168,Europa Hotel Design Spa 1877,4,"Via Milite Ignoto 2,","16035 Rapallo, GE, Italia",hotel 4*
1807484,44.36648178100586,9.146702766418455,Da O Vittorio,3,"Via Roma 160,","16036 Recco, GE, Italia",hotel 3*
15474698,44.330623626708984,9.210902214050291,B&b Hotels Park Hotel Suisse Santa Margherita Ligure,4,"Via Favale 31,","16038 Santa Margherita Ligure, GE, Italia",hotel 4*
15549011,44.33612060546875,9.21105670928955,Hotel Tigullio Et De Milan,3,"Viale E. Rainusso, 3,","16038 Santa Margherita Ligure, GE, Italia",hotel 3*
93068392,44.34907913208008,9.2333221435546875,Albergo La Vela,1,"Via Milite Ignoto 21,","16035 Rapallo, GE, Italia",hotel 1*
2134240,44.34885025024414,9.22728443145752,Hotel Mignon Posta,2,"Via Boccoleri 12,","16035 Rapallo, GE, Italia",hotel 2*
86705511,44.38274002075195,9.039732933044434,Capitolo Riviera,5,"16A Viale delle Palme,","16167 Genova, GE, Italia",hotel 5*
1917008,44.34893798828125,9.231195449829102,Albergo Bandoni,1,"Via Marsala 24,","16035 Rapallo, GE, Italia",hotel 1*
1512159,44.36870574951172,9.149980545043944,Manuelina Taste Hotel,4,"Via Roma 296,","16036 Recco, GE, Italia",hotel 4*
27165886,44.413604736328125,9.14427661895752,Albergo Caprile,2,"Via Giovanni Garaventa 76,","16030 Uscio, GE, Italia",hotel 2*
17018893,44.34904098510742,9.233689308166504,Hotel Fernanda,1,"9 Via Milite Ignoto,","16035 Rapallo, GE, Italia",hotel 1*
15527561,40.93304443359375,14.525486946105955,Hotel I Gigli,4,"Via Puccini 32,","80035 Nola, NA, Italia",hotel 4*
85459865,40.932376861572266,14.509004592895508,Nola Boutique Hotel - Self Check-,0,"36 Via Taranto,","80035 Nola, NA, Italia",hotel
16368910,40.93270111083984,14.502596855163574,Hotel Dei Platani,4,"S.S. 7 bis 24/26/28,","80035 Nola, NA, Italia",hotel 4*
88254122,40.91334915161133,14.549482345581056,Ghe Kalè Resort,0,"35 Via Tommaso Vitale,","80030 San Paolo Bel Sito, NA, Italia",hotel
1415126,40.94917678833008,14.582545280456545,Hotel Maddaloni,4,"Via Nazionale Delle Puglie Km 55,900,","80030 Tufino, NA, Italia",hotel 4*
1541888,40.919158935546875,14.538660049438477,Belsito Hotel,4,"Via Provinciale Per Nola,","80035 San Paolo Bel Sito, NA, Italia",hotel 4*
55656644,40.93165969848633,14.517839431762695,Radisson Hotel Nola Naples,4,"Via SS7/Bis Km 50, 500 Nola,","80035 Nola, NA, Italia",hotel 4*
13116507,40.92359924316406,14.54335594177246,Villa Minieri Resort & Spa,0,"Via Arno I Traversa, 9,","80035 Nola, NA, Italia",hotel
15497321,40.9306526184082,14.488381385803224,Best Western Hotel Ferrari,4,"Via Nazionale delle Puglie 349,","80030 San Vitaliano, NA, Italia",hotel 4*
70954188,40.92738723754883,14.508909225463867,Hotel Xbusiness,4,"Via Polveriera 300,","80035 Nola, NA, Italia",hotel 4*
54688528,40.91685104370117,14.776339530944824,Hotel De La Ville Avellino,4,"Via Palatucci 20,","83100 Avellino, AV, Italia",hotel 4*
24733836,40.91675567626953,14.775665283203123,Hotel ∙ 1 Camera Da Letto ∙ 4 Ospiti,0,"Via Palatucci 18,","83100 Avellino, AV, Italia",hotel
89735417,40.92295837402344,14.749700546264648,Green Park Hotel,0,"Via Domenico Antonio Vaccaro,","83013 Mercogliano, AV, Italia",hotel
16409463,40.932003021240234,14.10715103149414,Hotel Mediterraneo,3,"Viale Ferrovie dello Stato 1,","80014 Giugliano, NA, Italia",hotel 3*
160647,40.92920684814453,14.144715309143066,Hotel Smeraldo,3,"S.Maria A Cubito 327,","80019 Qualiano, NA, Italia",hotel 3*
59989765,41.00231170654297,14.224599838256836,Building Hotel,4,"Via Consortile Zona ASI,","81032 Carinaro, CE, Italia",hotel 4*
10111332,40.906734466552734,14.127860069274902,Hotel Venere,3,"Via Consolare Campana, 268,","80010 Villaricca, NA, Italia",hotel 3*
95071822,40.91031646728515,14.137187004089355,Hotel Diamante,3,"221 Via Consolare Campana,","80010 Villaricca, NA, Italia",hotel 3*
2156020,40.92023849487305,14.119117736816406,Ninfa Hotel,3,"Via Ripuaria 55,","80019 Qualiano, NA, Italia",hotel 3*
39427211,40.91246795654297,14.143310546875,Hotel Cohiba,0,"45 Via Consolare Campana,","80010 Villaricca, NA, Italia",hotel
60183280,40.91972732543945,14.122413635253906,Intimity Luxury Rooms,0,"35 Via Ripuaria,","80019 Qualiano, NA, Italia",hotel
16401885,40.92905044555664,14.147224426269531,Hotel Hermitage,3,"Via Circumvallazione Esterna 121,","80019 Qualiano, NA, Italia",hotel 3*
4173732,40.927940368652344,14.141841888427734,Hotel Glamour,3,"via circumvallazione esterna 163,","80019 Qualiano, NA, Italia",hotel 3*
1169478,40.931678771972656,14.110588073730469,Hotel Giulia Ocean Club,4,"Circumvallazione Esterna  120 Localita' Ponte Riccio,","80019 Qualiano, NA, Italia",hotel 4*
44056114,40.93025588989258,14.13101291656494,Hotel Trionfal,3,"Via Circumvallazione Esterna 177,","80019 Qualiano, NA, Italia",hotel 3*
1963712,40.93092346191406,14.12721824645996,Hotel Ginepro,3,"sp1 circumvallazzione esterna di napoli  102,","80019 Qualiano, NA, Italia",hotel 3*
37129231,40.91420364379883,14.140240669250488,Hotel Napoleon-cuore,3,"2 Via Ripuaria,","80019 Villaricca, NA, Italia",hotel 3*
55855441,40.96539688110352,14.133116722106934,Hotel Pie D'or,3,"via ex alleati 58,","80014 Giugliano, NA, Italia",hotel 3*
43880451,41.00468444824219,14.215039253234863,Hangar Hotel,4,"ASI Aversa Nord, Strada Consortile,","81030 Teverola, CE, Italia",hotel 4*
19752525,40.30384826660156,17.64777374267578,Hotel Dei Bizantini & Villaggio Campo Dei Messapi,3,"Via Borraco 224,","74024 Manduria, TA, Italia",hotel 3*
1751346,46.06614303588867,12.595023155212402,La Locanda,3,"Via Pordenone 10,","33081 Aviano, PN, Italia",hotel 3*
24529992,46.06620407104492,12.58574390411377,Villa Marini Trevisan,0,"Viale Guglielmo Marconi 8,","33081 Aviano, PN, Italia",hotel
24529995,46.07297897338867,12.587937355041504,Hotel Oliva,3,"Via Longo 2,","33081 Aviano, PN, Italia",hotel 3*
16373276,46.05045318603515,12.564273834228516,Hotel Villa Policreti,4,"Via 4 Novembre 13,","33081 Aviano, PN, Italia",hotel 4*
51199049,46.045902252197266,12.534043312072754,Ciasa De Gahja,3,"Via Anzolet 13,","33070 Budoia, PN, Italia",hotel 3*
27357768,46.04265975952149,12.52892017364502,Ca' Del Bosco,3,"Via Bianco 34,","33070 Budoia, PN, Italia",hotel 3*
27177308,45.982086181640625,12.571675300598145,Hotel Residence Sole,2,"Viale Europa Unita 63,","33074 Fontanafredda, PN, Italia",hotel 2*
27250378,46.14352035522461,12.63676643371582,Albergo Ristorante Borghese,2,"Via Maniana 1,","33086 Montereale Valcellina, PN, Italia",hotel 2*
2087760,45.97963333129883,12.561450004577637,Fenix,0,"via Cavour, 50,","33074 Fontanafredda, PN, Italia",hotel
66322185,46.0959587097168,12.518818855285645,Relais Sauc & Spa - Agriturismo,0,"Località Sauc 2,","33081 Budoia, PN, Italia",hotel
15550024,45.84050369262695,9.665704727172852,Hotel Centrale,3,"Viale Papa Giovanni,","24016 San Pellegrino Terme, BG, Italia",hotel 3*
2117575,45.84017181396485,9.665472030639648,Hotel Bigio,3,"Via Matteotti 2,","24016 San Pellegrino Terme, BG, Italia",hotel 3*
75078644,45.858909606933594,9.735346794128418,Paradise La Tana,0,"45 Via Partigiani,","24017 Serina, BG, Italia",hotel
1430094,45.86920166015625,9.729165077209473,Hotel Moderno Restaurant,3,"Piazza Umberto 5,","24017 Serina, BG, Italia",hotel 3*
15549397,45.711368560791016,9.737383842468262,San Rocco Hotel,3,"F. Martinengo Colleoni 18/28,","24020 Scanzorosciate, BG, Italia",hotel 3*
58788268,45.72603988647461,9.733487129211426,San Valentino Hotel,3,"38 Via P. Cavalli,","24020 Villa di Serio, BG, Italia",hotel 3*
27104944,45.82403564453125,9.673516273498535,Hotel Riposo,3,"Via De' Medici, 101,","24016 San Pellegrino Terme, BG, Italia",hotel 3*
25139856,45.79150390625,9.827428817749023,Hotel Serenella,3,"Via Cesare Battisti 129,","24025 Gazzaniga, BG, Italia",hotel 3*
15582803,45.780250549316406,9.75177001953125,T'ami Hotel Resort Spa,3,"Via Monte Purito 3,","24020 Selvino, BG, Italia",hotel 3*
15549242,45.83293533325195,9.665675163269045,Bes Hotel Papa San Pellegrino Terme,3,"Via De Medici 4,","24016 San Pellegrino Terme, BG, Italia",hotel 3*
15548662,45.78053665161133,9.750006675720217,Harmony Suite Hotel,4,"Corso Milano 23,","24020 Selvino, BG, Italia",hotel 4*
27324720,45.84286880493164,9.666664123535156,Qc Room San Pellegrino,0,"Via F.lli Calvi, 6,","24016 San Pellegrino Terme, BG, Italia",hotel
24761764,45.74848556518555,9.753209114074709,Piajo Relax Hotel,4,"Via Piajo 1,","24027 Nembro, BG, Italia",hotel 4*
230800,45.06107711791992,7.391848087310791,Caprice,3,"Via Pinerolo 1/3,","10051 Avigliana, TO, Italia",hotel 3*
15548632,45.06321334838867,7.380557060241699,Hotel Chalet Del Lago,3,"26 Via Monginevro,","10051 Avigliana, TO, Italia",hotel 3*
1564730,45.08372497558594,7.416222095489502,Green Hotel Ninfa,3,"Viale Gandhi 9,","10051 Avigliana, TO, Italia",hotel 3*
13506880,45.10237121582031,7.290111064910889,La Locanda Del Priore,0,"Piazza del Priore 1,","10050 Vaie, TO, Italia",hotel
13002,45.077579498291016,7.511549949645996,Hotel Davide,3,"Via Legnano, 21,","10098 Rivoli, TO, Italia",hotel 3*
15548670,45.08430862426758,7.4692840576171875,Hotel Des Alpes,3,"C.So Moncenisio 55,","10090 Rosta, TO, Italia",hotel 3*
93062411,45.09231948852539,7.518521785736084,Cascina Govean,0,"Via Marconi 44,","10091 Alpignano, TO, Italia",hotel
15548954,45.02472686767578,7.458439826965332,Hotel San Giorgio,3,"Via San Giorgio, 41,","10090 Sangano, TO, Italia",hotel 3*
24570676,40.802040100097656,15.732576370239258,La Dimora Di Federico,0,"Via Dante Alighieri 19,","85021 Avigliano, PZ, Italia",hotel
2508207,40.63978576660156,15.804754257202148,Albergo Miramonti,3,"via Caserma Lucana 30,","85100  Potenza, PZ, Italia",hotel 3*
45770814,40.64116287231445,15.629523277282717,Locanda Arcadia,0,"Via Forra 1 prima traversa sx,","85055 Picerno, PZ, Italia",hotel
1984038,40.60578918457031,15.690333366394045,La Locanda Del Buon Formaggio,3,"Via Sandro Pertini 39,","85050 Tito, PZ, Italia",hotel 3*
16314560,40.64020156860352,15.80846881866455,Tourist Hotel,3,"Via Vescovado 4,","85100 Potenza, PZ, Italia",hotel 3*
16268,40.611717224121094,15.724206924438477,I Rocchi Hotel,3,"Contrada Santa Loya snc,","85050 Tito, PZ, Italia",hotel 3*
1479928,40.609615325927734,15.71538257598877,Santa Loja Hotel Residence,4,"Contrada Santa Loya,","85050 Tito, PZ, Italia",hotel 4*
1617075,40.63888931274414,15.807342529296877,Grande Albergo Potenza,4,"C.so XVIII Agosto 46,","85100 Potenza, PZ, Italia",hotel 4*
2243163,40.63197326660156,15.834298133850098,Albergo La Primula,4,"Via delle Primule 84,","85100 Potenza, PZ, Italia",hotel 4*
14275397,40.63079452514648,15.624930381774902,Bouganville Hill Resort & Wellness Space,4,"S.P. 83 N°5,","85055 Picerno, PZ, Italia",hotel 4*
25157504,40.60348892211914,15.695626258850098,La Piana Hotel,3,"Via Gerhard Rohlfs, 7,","85050 Tito, PZ, Italia",hotel 3*
15549263,40.6353874206543,15.828932762145996,Park Hotel Centro Congressi,4,"Raccordo Autostradale Basentana,","85100 Potenza, PZ, Italia",hotel 4*
17031589,42.568260192871094,12.456171035766602,Monastero Le Grazie,0,"Via della Gabelletta 4,","05022 Amelia, TR, Italia",hotel
93067721,45.817161560058594,10.954980850219728,Hotel Zeni,2,"Via Roma 16,","38060 Brentonico, TN, Italia",hotel 2*
1626551,45.75919342041016,11.002070426940918,Hotel Shangri-la,3,"Corso Passo Buole 13,","38061 Ala, TN, Italia",hotel 3*
2172299,45.781681060791016,10.913537979125977,Hotel Sole Del Baldo,3,"Via Pizzagrola 13,","38060  Brentonico, TN, Italia",hotel 3*
52560484,45.658470153808594,10.894146919250488,Hotel Belvedere,2,"DON CESARE SCALA 31,","37020 Brentino Belluno, VR, Italia",hotel 2*
1749398,45.798946380615234,10.919885635375977,Hotel San Giacomo Spa&gourmet,4,"Loc San Giacomo,","38060 Brentonico, TN, Italia",hotel 4*
33262436,45.753692626953125,7.048748970031738,Dada Mountain Hotel,3,"Strada la Ruine 18,","11017 Morgex, AO, Italia",hotel 3*
26008140,45.75519561767578,7.039466857910156,Hotel Les Montagnards,3,"Viale della Rimembranza 26,","11017 Morgex, AO, Italia",hotel 3*
2623938,36.90043258666992,15.143685340881348,Hotel Don Giovanni,3,"Viale Aldo Moro N. 4,","96012 Avola, SR, Italia",hotel 3*
17095463,36.89478302001953,15.133742332458496,Hotel Paclà,4,"Via Cesare Giuseppe Abba Strada Provinciale 59,","96012 Avola, SR, Italia",hotel 4*
1653065,36.91634750366211,15.14515781402588,Hotel Merlino,3,"Viale Papa Giovanni Paolo II snc,","96012 Avola, SR, Italia",hotel 3*
90632043,36.90186309814453,15.140536308288574,Leverblu House,0,"39 Via Miramare,","96012 Avola, SR, Italia",hotel
95896834,36.90694046020508,15.14799976348877,Pantanello Rooms Avola,3,"Via Aldo Moro 105 (Check-in at Via Giustino Fortunato 3), 96012 Avola, Sicile, Italie,","Avola, SR, Italy",hotel 3*
92404417,36.901859283447266,15.14054012298584,Leverblu House,0,"39 Via Miramare,","96012 Avola, SR, Italia",hotel
1418814,36.89019012451172,15.073542594909668,Hotel Flora,3,"Largo Porta Nazionale, 6,","96017 Noto, SR, Italia",hotel 3*
24462833,36.97960662841797,15.202282905578612,Hotel San Martino,3,"Via Nazionale 58,","96010 Siracusa, SR, Italia",hotel 3*
2064597,36.89151763916016,15.069720268249512,Landolina Palace Hotel,4,"Largo Landolina n.2,","96017 Noto, SR, Italia",hotel 4*
1972380,36.8757209777832,15.110115051269531,Forte Colorado,0,"Strada Provinciale 35,","96017 Noto, SR, Italia",hotel
95785945,36.86310577392578,15.122673034667969,Hotel Noto Marina Vista Mare,3,"Via Lungomare Jonio SNC,","96017 Noto, SR, Italia",hotel 3*
55479967,36.93733215332031,15.167704582214355,Tramonto Ibleo Resort,4,"Chiusa di Carlo,","96012 Avola, SR, Italia",hotel 4*
16713430,36.89030838012695,15.071109771728516,Gagliardi Boutique Hotel,0,"Via Silvio Spaventa 45,","96017 Noto, SR, Italia",hotel
1247734,36.89242935180664,15.069363594055176,La Dépendance Hotel,4,"Via Rocco Pirri, 57,","96017 Noto, SR, Italia",hotel 4*
16315204,45.72831344604492,7.349937915802002,Hotel Diana Jardin Et Spa,3,"Località Saint Benin 1/B - Pollein,","11020 Pollein, AO, Italia",hotel 3*
15526847,45.73688125610352,7.325072765350342,Omama Hotel,4,"Via Torino 14,","11100 Aosta, AO, Italia",hotel 4*
96188348,45.70972442626953,7.233744144439697,Hotel Saint Pierre,3,"Rue Corrado Gex 61, Saint-Pierre, Vallée d'Aoste 11010, Italie,","Saint-Pierre, AO, Italy",hotel 3*
16386898,45.73622512817383,7.315028190612793,Hb Aosta Hotel & Balcony Spa,3,"Via Malherbes 18/A,","11100 Aosta, AO, Italia",hotel 3*
73305781,45.745330810546875,7.356346130371094,Hotel Mon ÉMile,3,"24 Località Bret,","11020 Saint-Christophe, AO, Italia",hotel 3*
16463170,45.737178802490234,7.321296215057373,Duca D'aosta Hotel,4,"Piazza Narbonne 8,","11100 Aosta, AO, Italia",hotel 4*
56867589,45.709503173828125,7.23368501663208,Saint Pierre,3,"Rue Corrado Gex 61,","11010 Saint-Pierre, AO, Italia",hotel 3*
15567088,45.74986267089844,7.318573951721191,Le Charaban,3,"Regione Saraillon, 38,","11100 Aosta, AO, Italia",hotel 3*
26233170,45.740020751953125,7.344220161437988,Hotel Mochettaz,2,"Corso Ivrea 105,","11100 Aosta, AO, Italia",hotel 2*
147894,45.730987548828125,7.314109802246094,Albergo Mancuso Del Voison,2,"Via Voison 32,","11100 Aosta, AO, Italia",hotel 2*
1279973,45.7363395690918,7.315583229064941,La Belle Epoque,2,"Via Geoffroy Ginod 18,","11100 Aosta, AO, Italia",hotel 2*
24730619,45.735408782958984,7.326895236968994,Hotel Le Pageot,3,"Via Giorgio Carrel 31,","11100 Aosta, AO, Italia",hotel 3*
1273126,45.73419952392578,7.307424068450928,Hotel Norden Palace,3,"Corso Battaglione Aosta 30,","11100 Aosta, AO, Italia",hotel 3*
1138523,45.74297332763672,7.331263065338135,Hotel Milleluci,4,"Località Porossan Roppoz 15,","11100 Aosta, AO, Italia",hotel 4*
12916277,45.68360137939453,7.309333801269531,Th Pila,0,NA,NA,hotel
83179354,45.68898010253906,7.308648109436035,Chalet Des Alpes,3,"Loc. Pila, 9,","11020 Gressan, AO, Italia",hotel 3*
1976660,45.4356575012207,7.879383087158203,La Villa - Sure Hotel Collection By Best Western,3,"Via Torino 334,","10015 Ivrea, TO, Italia",hotel 3*
95781576,45.420745849609375,8.04726505279541,Hotel Lido,0,"Viale Lido, 28,","13886 Viverone, BI, Italia",hotel
175764,44.794639587402344,8.248052597045898,Villa Fontana Relais Suite & Spa,0,"Via Mazzini 69,","14041 Agliano Terme, AT, Italia",hotel
2547258,45.87247467041016,12.723642349243164,Albergo Al Portico,3,"via zuiano 12,","33082 Azzano Decimo, PN, Italia",hotel 3*
2215348,45.92802810668945,12.731529235839844,Ex-l,3,"Piazza Marconi 34,","33080 Fiume Veneto, PN, Italia",hotel 3*
15527671,45.966087341308594,12.65335464477539,Hotel Montereale,3,"Via Montereale, 18,","33170 Pordenone, PN, Italia",hotel 3*
25673532,45.84635925292969,12.81546115875244,Hotel In Sylvis,3,"Via Friuli 2,","33079 Sesto al Reghena, PN, Italia",hotel 3*
1365109,45.95726776123047,12.65622329711914,Best Western Plus Park Hotel Pordenone,4,"Via Mazzini 43,","33170 Pordenone, PN, Italia",hotel 4*
15520523,45.95048522949219,12.661392211914062,Hotel Santin,3,"Viale Delle Grazie 9,","33170 Pordenone, PN, Italia",hotel 3*
